"NewsletterID","Title","Publisher","Theme","StartMonth","EndMonth","Year","Volume","Number","Copies","Photocopies","ISSN","Subscriber","Shelf"
"1237","CORDIS Focus","European Commission","IST projects have a key roleto play"" - Liikanen talks to CORDIS News","12","0","2001","","187","1","0","10226559","CS","G121"
"1238","CORDIS Focus SUPPLEMENT","European Commission","Technology opportunities today","12","0","2001","","31","1","0","10226559","CS","G121"
"1239","CORDIS Focus","European Commission","EU R&D, Innovation and Enlargement: A focus on the newly associated states (NAS)","12","0","2001","","17","1","0","10226559","CS","G121"
"1240","CORDIS Focus","European Commission","R&D reaches record levels in Spain as ita takes on the EU Presidency","1","0","2002","","188","1","0","10226559","CS","G121"
"1241","IEEE Professional Communication Society","IEEE","Awards Presented at IPCC 01","1","2","2002","46","1","1","0","01615718","CS","G121"
"1242","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Visfiles: Compuational Field Visualization / Computer Graphics Pioneers: The Giloi's School of Computer Graphics","11","0","2001","35","4","1","0","0097-8930","CS","G121"
"1243","CORDIS Focus","European Commission","Research, crusial to lisbon goals, says Prodi / Survey shows wide variety of academics' salaries within EU","1","0","2002","","189","1","0","10226559","CS","G121"
"1244","ACMMEMBERNET","ACM","Commentary: Edotor-in-Chief Won Kim discusses ACM Transcations on Internet Technology / Rights and responsibilities in ACM Publishing","12","0","2001","44","12","1","0","","CS","Γ122"
"1245","SIGCHI Bulletin (A supplement to interactions)","ACM SIGCHI","CHI 2002 Advance Program / Computers and Kids: When Technology for Children Doesn't Seem So Important / HCI Education: opportunities for change / HCI and the Web: Navigational Nous","1","2","2002","","","1","0","","CS","G123"
"1246","SIGART Bulletin (intelligence)","ACM","Technologies for Computer Assisted Instruction","13","0","2001","12","4","1","0","10534830","CS","G121"
"1247","HFES Bulletin","Human Factors and Ergonomics Society","Wanted: HF/E Input on Counterterrorism","1","0","2002","45","1","1","0","04381629","CS","G122"
"1248","IEEE Region 8 News","IEEE","2001 Annual Elections and Regional Awards","2","0","2002","5","1","1","0","","CS","G121"
"1249","CORDIS Focus","European Commission","Descartes prize is cherry ""chery on the cake"" of collaborative research, Busquin tells CORDIS News","2","0","2002","","190","1","0","10226559","CS","G121"
"1250","SIGOIS Bulletin","ACM","An Introduction to the Language-Action Perspective / Activity Patterns in HealthCare - Identifying Building Blocks for the CPR / A Meta-Communication Model for Structuring  Intercultural  Communication Action Patterns / A Note on Getting Started with FLBC","8","0","2001","22","2","1","0","","CS","G121"
"1251","CORDIS Focus SUPPLEMENT","European Commission","Technology Marketplace (in five languages)","1","0","2002","","32","1","0","10226559","CS","G121"
"1252","CORDIS Focus","European Commission","Liikanen calls for Europe to Keep the pace"" in SME reform","2","0","2002","","191","1","0","10226559","CS","G121"
"1253","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","HUMAN Potential - Βραβείο Descartes / SAVE / ALTENER / INFO-MED / Ε.Π. ΑΛΙΕΙΑΣ","1","0","2002","","","1","0","","CS","G122"
"1254","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","E.E./ΗΠΑ: Συνεργασία στον τομέα της τριτοβάθμιας εκπαίδευσης και της επαγγελματικής κατάρτισης / Ε.Ε./ Καναδά: Συνεργασία στον τομέα της τριτοβάθμιας εκπαίδευσης και της κατάρτισης / Synergy","2","0","2002","","","1","0","","CS","G122"
"1255","IEEE Professional Communication Society","IEEE","How Should Engineere\s Write? What their Managers Say","3","4","2002","46","2","1","0","01615718","CS","G121"
"1256","CORDIS Focus","European Commission","Busquin welcomes Blair and Kok's call for increased business investment in R&D","3","0","2002","","192","1","0","10226559","CS","G121"
"1257","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","Ε&Τ Συνεργασία Ελλάδας - Γαλλίας για τα έτη 2002 - 2005","3","0","2002","","","1","0","","CS","G122"
"1258","Engineering Management","IEEE","The President's Corner","14","0","2002","52","1","1","0","1066212X","CS","G122"
"1259","THE INTERFACE","IEEE Education Society","Preparing for an ABET Visit: The Basic Elements","4","0","2002","","1","1","0","","CS","G121"
"1260","RESNA News","RESNA","The Medicare Payment Process for AAC Devices","15","0","2002","14","1","1","0","08822476","CS","G124"
"1261","CORDIS Focus","European Commission","Commission requests information for agenda setting in FP6","4","0","2002","","194","1","0","10226559","CS","G121"
"1262","HFES Bulletin","Human Factors and Ergonomics Society","Going Independent: Is it Right for You?","2","0","2002","45","2","1","0","04381629","CS","G122"
"1263","HFES Bulletin","Human Factors and Ergonomics Society","Is Early Ergonomics Better Ergonomics? / HFES 100 Trial Use Standard Released","2","0","2002","45","3","1","0","04381629","CS","G122"
"1264","CORDIS Focus","European Commission","Liikanen proposes new perception of innovation","4","0","2002","","195","1","0","10226559","CS","G121"
"1266","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Adaptiveley Sampled Distance Fields","2","0","2002","36","1","1","0","0097-8930","CS","G121"
"1267","CORDIS Focus RTD Results","European Commission","Technology opportunities today: A promising biotechnology method for diabetes / Recycling straw for clean energy production / Wastewater - from garbage to greens / Fast and safe navigation in shallow waters / Towards the nano electronic era","3","0","2002","","33","1","0","10226559","CS","G121"
"1268","SIGCHI Bulletin (A supplement to interactions)","ACM SIGCHI","CHI 2002 Special preview","3","4","2002","","","1","0","","CS","G123"
"1269","IEEE Region 8 News","IEEE","2001 IEEE Technical Awards","5","0","2002","5","2","1","0","","CS","G121"
"1270","IEEE Professional Communication Society","IEEE","What a Good Editor is (and Is Not)","5","6","2002","46","3","1","0","01615718","CS","G121"
"1271","HFES Bulletin","Human Factors and Ergonomics Society","ADL and the AFRL","4","0","2002","45","4","1","0","04381629","CS","G122"
"1272","SIGCAPH NEWSLETTER","ACM","Greetings from the chair John Goldthwaite / Changes in SIG Allocation Charges / New regulations Require Federal purchases of Accessible Information Technology / Overview of the Accessibility Forum / ASSETS 2002 Registration Form","9","0","2001","","71","1","0","","CS","G121"
"1273","CORDIS Focus","European Commission","We can only progress and survive through science, says science and society director","5","0","2002","","196","1","0","10226559","CS","G121"
"1274","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","E&T Συνεργασία Ελλάδας-Ρουμανίας","5","0","2002","","","1","0","","CS","G122"
"1276","CORDIS Focus","European Commission","SME's needs must influence policy-making at an earlier stage, says Commission envoy","6","0","2002","","198","1","0","10226559","CS","G121"
"1277","CORDIS Focus SUPPLEMENT","European Commission","Technology Opportunities Today: Curing injury-incuced sensory loss / Wind energy evolves in urban sprawl / Regional weather prediction with space data / Radisos race to mobile phones / Making our buildings greener","4","0","2002","","34","1","0","10226559","CS","G121"
"1278","SIGCHI Bulletin (A supplement to interactions)","ACM SIGCHI","Special Reports: A new Usability Standard and what it means to You/Contribution benefit Statements","5","6","2002","","","1","0","","CS","G123"
"1279","CORDIS Focus","European Commission","Research advisory board to underline importance of research to European Convention","5","0","2002","","199","1","0","10226559","CS","G121"
"1280","HFES Bulletin","Human Factors and Ergonomics Society","osha Releases Ergonomics Plan / HFES Releases Position on OSHA Plan","5","0","2002","45","5","1","0","04381629","CS","G122"
"1281","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","TEN-Telecom (Προκαταρκτική αναγγελία πρόσκλησης υποβολής προτάσεων)/ Ε&Τ Συνεργασία Ελλάδας - Σλοβενίας / ΕΠΙΧΕΙΡΕΙΤΕ ΗΛΕΚΤΡΟΝΙΚΑ / LEONARDO DA VINCI","6","0","2002","","","1","0","","CS","G122"
"1282","CORDIS Focus","European Commission","Parliament approves specific programmes","7","0","2002","","200","1","0","10226559","CS","G121"
"1283","CORDIS Focus SUPPLEMENT","European Commission","Technology Opportunities Today: Stopping your building lighting burning your money: Smart systems for smart lighting / efficient drug delivery from implanted capsules / Elite-Illuminating environmental and health hazards with luminometry / Innovative chip for industrial control / A pan-European electronic procurement system","7","0","2002","","35","1","0","10226559","CS","G121"
"1284","Engineering Management","IEEE","The President's Corner","15","0","2002","52","2","1","0","1066212X","CS","G122"
"1285","CORDIS Focus","European Commission","ERA to be Danish Presidency's ""headline"", says research minister","6","0","2002","","201","1","0","10226559","CS","G121"
"1286","IEEE Professional Communication Society","IEEE","Mehr Licht: The Photographs of O. Winston Link","7","8","2002","46","4","1","0","01615718","CS","G121"
"1287","CORDIS Focus","European Commission","Ireland will do better in FP6, says minister","7","0","2002","","202","1","0","10226559","CS","G121"
"1288","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","ΠΡΟΚΗΡΥΞΕΙΣ (ΣΥΝΟΠΤΙΚΗ ΠΑΡΟΥΣΙΑΣΗ) LIFE-ΦΥΣΗ / ΠΟΛΙΤΙΣΜΟΣ 2000 / Ε7Τ ΣΥΝΕΡΓΑΣΙΑ ΕΛΛΑΔΟΣ - ΒΡΕΤΑΝΙΑΣ / ΣΩΚΡΑΤΗΣ","7","8","2002","","","1","0","","CS","G122"
"1289","IEEE Region 8 News","IEEE","IEEE Senior Member Elected President NSE / New IEEE Fellows in R8","8","0","2002","5","3","1","0","","CS","G121"
"1290","INROADS - SIGCSE Bulletin","ACM/SIGCSE","Special Issue: Women and Computing","6","0","2002","34","2","1","0","0097-8418","CS","G121"
"1291","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Education","5","0","2002","36","2","1","0","0097-8930","CS","G121"
"1292","CORDIS Focus","European Commission","Danish Presidency hopes for compromise deal on bio-ethics in FP6","8","0","2002","","203","1","0","10226559","CS","G121"
"1293","Engineering Management","IEEE","The President's Corner / Conferences","16","0","2002","52","3","1","0","1066212X","CS","G122"
"1294","THE INTERFACE","IEEE Education Society","From the Chair of the ASEE ECE Division","8","0","2002","","2","1","0","","CS","G121"
"1295","HFES Bulletin","Human Factors and Ergonomics Society","Welcome to Baltimore","6","7","2002","45","6-7","1","0","04381629","CS","G122"
"1296","SIGGROUP Bulletin","ACM","WORK/PLACE: Mobile technologies and arenas of activity / Here and there, Now and then\n: Four Views of a Long -Distance / Teleworker's Workplace","12","0","2001","22","3","1","0","10913556","CS","G122"
"1298","SIGCHI Bulletin (A supplement to interactions)","ACM SIGCHI","HCI and the Web / Visual interaction Design","7","8","2002","","","1","0","","CS","G123"
"1299","CORDIS Focus SUPPLEMENT","European Commission","Technology Opprtunities today: DNA damage and human cancer development / Wind turbines enter everyday life / carbon Cycle and Climate systems Digital audio Broadcasting - the sound of the Future / Light as air: matallic foams promise comfort, safety and economy","8","0","2002","","36","1","0","10226559","CS","G121"
"1300","HFES Bulletin","Human Factors and Ergonomics Society","Strategic Plan Update","8","0","2002","45","8","1","0","04381629","CS","G122"
"1301","RESNA News","RESNA","New Common Procedure terminology Codes Proposed for Assistive Technolofy","15","0","2002","14","2","1","0","08822476","CS","G124"
"1302","CORDIS Focus","European Commission","MEPs call for more dialogue on thics and research","9","0","2002","","204","1","0","10226559","CS","G121"
"1303","IEEE Professional Communication Society","IEEE","How to write readable reports and winning Proposals","9","10","2002","46","5","1","0","01615718","CS","G121"
"1304","CORDIS Focus","European Commission","Commission lays out plans for reaching 3% R&D spending target","9","0","2002","","205","1","0","10226559","CS","G121"
"1305","SIGCHI Bulletin (A supplement to interactions)","ACM SIGCHI","HCI in South africa / Social Issues in E-mail Etiquette / When we Aim Too High / Inflexible Automations","9","10","2002","","","1","0","","CS","G123"
"1306","CORDIS Focus RTD Results","European Commission","Connecting ordinary people to government / Improving diabetes care / European automakers target NGVs / Plasma technology for pollution control / Increased protection against impacts","9","0","2002","","37","1","0","10226559","CS","G121"
"1307","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","ΠΡΟΚΥΡΗΞΕΙΣ (ΣΥΝΟΠΤΙΚΗ ΠΑΡΟΥΣΙΑΣΗ): Ε&Τ Συνεργασία Ελλάδας - Κινας / ΕΠΑΝ ΗΡΩΝ-Π / ΕΠΑΝ 4.5 / ΕΠΑΝ - Ιδιωτικές Επενδύσεις Ηλεκτροπαραγωγής από Αιλοική Ενέργεια","10","0","2002","","","1","0","","CS","G122"
"1308","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Making Visisble the creative process of the artist","8","0","2002","36","3","2","0","0097-8930","CS","G121"
"1309","HFES Bulletin","Human Factors and Ergonomics Society","Alphonse Chapanis (1917-2002)","10","0","2002","45","10","1","0","04381629","CS","G122"
"1310","HFES Bulletin","Human Factors and Ergonomics Society","Member Profile: HF/E in the Stock Market","9","0","2002","45","9","1","0","04381629","CS","G122"
"1311","CORDIS Focus","European Commission","Do we need a European Research Council? Basquin give his view","10","0","2002","","207","1","0","10226559","CS","G121"
"1312","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","ΠΡΟΚΗΡΥΞΕΙΣ (ΣΥΝΟΠΤΙΚΗ ΠΑΡΟΥΣΙΑΣΗ: E&T Συνεργασία Ελλάδας - Αλβανίας / ΕΠΑΝ 4.5: Συντονισμένο Πρόγραμμα "" Τρόφιμη - Γεωργική Ανάπτυξη & Υδατοκαλλιέργειες","11","0","2002","","","1","0","","CS","G122"
"1314","CORDIS Focus","European Commission","FP6 ready for take-off","11","0","2002","","208","1","0","10226559","CS","G121"
"1315","IEEE Professional Communication Society","IEEE","PCS Awards for 2002","11","12","2002","46","6","1","0","01615718","CS","G121"
"1316","THE INTERFACE","IEEE Education Society","From the Vice-President for Educational Activities","11","0","2002","","3","1","0","","CS","G121"
"1317","IEEE Region 8 News","IEEE","Region 8 Students Sweep Top Prizes Int'l Design Competition","11","0","2002","5","4","1","0","","CS","G121"
"1318","CORDIS Focus","European Commission","Co-ordination of research will not happen without political bravery, hears FP6 launch conference","11","0","2002","","208","1","0","10226559","CS","G121"
"1319","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","ΠΡΟΚΗΡΥΞΕΙΣ (ΣΥΝΟΠΤΙΚΗ ΠΑΡΟΥΣΙΑΣΗ)¨επαν 8.3 Ανθρώπινα Δίκτυα Ερευνητικής και Τεχνολογικής Επιμόρφωσης / Συνεργασία με Ε & Τ Οργανισμούς χωρών εκτός Ευρώπης / ΕΠΑΝ 2.7.1 Ενίσχυση Ολοκληρωμένων Σχεδίων / Ε&Τ Συνεργασία Ελλάδας-Γεωργίας για τα έτη 2002-2005","12","0","2002","","","1","0","","CS","G122"
"1320","CORDIS Focus","European Commission","Dialogue with citizens can change public opinion, says Swiss scientists","12","0","2002","","210","1","0","10226559","CS","G121"
"1321","SIGCHI Bulletin (A supplement to interactions)","ACM SIGCHI","In this issue (services and programs for local chapters / Seymour Papert's thoughts on education / When will wireless cross the chasm? Is it an HCI issue? / Are Standards dropping, or are we getting smarter?","11","12","2002","","","1","0","","CS","G123"
"1322","INROADS - SIGCSE Bulletin","ACM/SIGCSE","Conference Proceedings: 7th Annual SIGCSE Conference on Innovation and Technologyin Computer Science Education, June 24-28 2002 Aarhus, Denmark","9","0","2002","34","3","1","0","0097-8418","CS","G121"
"1324","CORDIS Focus SUPPLEMENT","European Commission","European Innovation Scoreboard 2002","12","0","2002","","19","1","0","10226559","CS","G121"
"1325","Engineering Management","IEEE","The Presidents Corner: ""Management is leadership""","13","0","2002","52","3","1","0","1066212X","CS","G122"
"1326","","Human Factors and Ergonomics Society","Improving Voting Systems","11","0","2002","45","11","1","0","04381629","CS","G121"
"1327","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","ΠΡΟΚΗΡΥΞΕΙΣ (ΣΥΝΟΠΤΙΚΗ ΠΑΡΟΥΣΊΑΣΗ) Κοινωνία της Πληροφορίας / ΕΝΘΕΤΟ¨Πίνακας -Οδηγός για όλους τους τύπους Εργων του 6ου ΠΠ","1","0","2003","","","1","0","","CS","G122"
"1328","CORDIS Focus","European Commission","MS and gamma ray bursts research projects share Descartes Prize","12","0","2002","","211","1","0","10226559","CS","G121"
"1329","CORDIS Focus SUPPLEMENT","European Commission","Improving machine vision: Detecting genetiic abnormalities in real time using fluorescence / Better food through better airflows / Tailpipe gas sensors / Sensors for micro-scale corrosion","1","0","2003","","39","1","0","10226559","CS","G121"
"1330","ΣΕΠΕ NEWS","ΣΕΠΕ","Τα ΚΕΠ καταλύτης για τη δημιουργία της ηλεκτρονικής διοίκησης./ Το νέο πρόσωπο της Αθήνας θα είναι τεχνολογικά προηγμένο./ Αφιέρωμα: e-Government","10","12","2002","","4","1","0","","","G143"
"1331","IEEE Region 8 News","IEEE","IEEE awards to Region 8 Members","2","0","2003","6","1","1","0","","CS","G121"
"1332","HFES Bulletin","Human Factors and Ergonomics Society","The 2001 HFESMembership Survey: Findings","12","0","2002","45","12","1","0","04381629","CS","G122"
"1333","IEEE Professional Communication Society","IEEE","Spephen Wolfram's New Kind o Science Communication","1","2","2003","47","1","1","0","01615718","CS","G121"
"1334","CORDIS Focus","European Commission","UNICE report on the Lisbon Strategy: time is running out, action needed now","1","0","2003","","212","1","0","10226559","CS","G121"
"1335","CORDIS Focus SUPPLEMENT","European Commission","Technology opportunities today: building a world for tomorrow's citizen","11","0","2002","","38","1","0","10226559","CS","G121"
"1336","CORDIS Focus","European Commission","Commission welcomes debate on EU Funding for defence research","1","0","2003","","213","1","0","10226559","CS","G121"
"1337","RESNA News","RESNA","Macros can aid Communication and Computer Access","13","0","2002","14","4","1","0","08822476","CS","G124"
"1338","HCID News","Centre for HCI Design, City University","New Initiatives into 2003 / Research project news","15","0","2003","","6","1","0","","δείγμα","G122"
"1339","RESNA News","RESNA","U.S. Department of Veteran's Affairs Awards President-Elect with Highest Honor","14","0","2002","14","3","1","0","08822476","CS","G124"
"1340","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","Οι Νέες προκηρύξεις του 6ου ΠΠ INCO, MOBILITY, SCIENCE & SOCIETY, EURATOM, INFRASTRUCTURES, ERA-NET, CITIZENS, IST","2","0","2003","","","1","0","","CS","G122"
"1341","Ερευνώντας","Υπουργείο Ανάπτυξης, ΓΓΕΤ","Συνέντευξη του Αχιλλέα Μητσού / Η παρουσία του ΥΠΑΝ στην 67η Έκθεση / Εθνικό Κέντρο Θαλάσσιων Ερευνών","9","0","2002","","10","1","0","1109-5040","CS","Γ124"
"1342","Ερευνώντας","Υπουργείο Ανάπτυξης, ΓΓΕΤ","Προτεραιότητες Ε&Τα πολιτικής της Ελλάδος / Ελληνική έκδοση του Dewey / To laser στην υπηρεσία των αρχαιοτήτων","10","0","2002","","11","1","0","1109-5040","CS","Γ124"
"1343","Ερευνώντας","Υπουργείο Ανάπτυξης, ΓΓΕΤ","Ελπίδα για το μέλλον από ερευνητές του ΙΤΕ Κρήτης / Λίγο πριν την Ελληνική Προεδρία 2003 / Τεχνολογία και Ολυμπιακοί Αγώνες 2004","11","0","2002","","12","1","0","1109-5040","CS","Γ124"
"1344","Ερευνώντας","Υπουργείο Ανάπτυξης, ΓΓΕΤ","Ηλεκτρονικό Επιχειρείν - Ηλεκτρονική Μάθηση / Η βράβευση του Γ. Γραμματέα Έρευνας και Τεχνολογίας / Οι εκδηλώσεις της Ελληνικής Προεδρίας για Ε&Τα","10","0","2002","","13","1","0","1109-5040","CS","Γ124"
"1345","CORDIS Focus","European Commission","FP5 was learning period for candidate countries, says head of unit","2","0","2003","","215","1","0","10226559","CS","G121"
"1346","CORDIS Focus","European Commission","Agreement reached on Community patent","3","0","2003","","216","1","0","10226559","CS","G121"
"1347","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","There is so much more to the Siggraph Conference than tired feet","11","0","2002","36","4","1","0","0097-8930","CS","G121"
"1348","CORDIS Focus RTD Results","European Commission","Robots that model our world in three dimensions: Protein free media for cell banks / Improving paper manufacturing industry processes / Avoiding soil desertification / Smart polymer material","2","0","2003","","40","1","0","10226559","CS","G121"
"1349","HFES Bulletin","Human Factors and Ergonomics Society","Democracy in a Small Pond: HFES Nominations and Elections","1","0","2003","46","1","1","0","04381629","CS","G122"
"1350","Engineering Management","IEEE","EMS Education Initiatives","13","0","2003","53","1","1","0","1066212X","CS","G122"
"1351","IEEE Professional Communication Society","IEEE","IMRAD Buried","3","4","2003","47","2","1","0","01615718","CS","G121"
"1352","SIGCHI Bulletin","","","null","0","","","","1","0","","",""
"1353","SIGCHI Bulletin (A supplement to interactions)","ACM SIGCHI","In this issue (SIGCHI tries to profesionalise their own user experience)","1","2","2003","","","1","0","","CS","G123"
"1354","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","ΠΡΟΚΗΡΥΞΕΙΣ: ΕΠΑΝ-Ενίσχυση γυναικείας επιχειρηματικότητας / ΕΠΑΝ - Ενίσχυση νεανικής επιχειρηματικότητας / ΕΠΑΝ - ΠΙΣΤΟΠΟΙΗΘΕΙΤΕ Β' Κύκλος / ΕΠΑΝ - Ενίσχυση Περιβαλλοντολογικών Σχεδίων / ΕΠΑΝ 2.5.1 ΤΕΧΝΟΛΟΓΙΚΟΣ ΕΚΣΥΓΧΡΟΝΙΣΜΟΣ ΕΠΙΧΕΙΡΗΣΕΩΝ","3","0","2003","","","1","0","","CS","G122"
"1355","INROADS - SIGCSE Bulletin","ACM/SIGCSE","Raving the Way Towards Excellence in Computing Education","12","0","2002","34","4","1","0","0097-8418","CS","G121"
"1356","CORDIS Focus","European Commission","Liikanen calls for a common framework for innovation policy","3","0","2003","","217","1","0","10226559","CS","G121"
"1357","CORDIS Focus","European Commission","Commission keeps ear to the ground with NEST programme","3","0","2003","","218","1","0","10226559","CS","G121"
"1358","MATLAB","The Mathworks","In this issue: DSP ApplicationsQ Blurring the Line between Simulation and Implementation / Picking up the Pace with the MATLAB Profiler / Cleve's CornerQ Stiff Differential Equations / Studying Web-Based DNA Sequence Data Directly from Matlab","5","0","2003","","","1","0","","","δείγμα"
"1359","CORDIS Focus","European Commission","Nanotechnology: opportunity or threat?","6","0","2003","","224","1","0","10226559","CS","G121"
"1360","CORDIS Focus","European Commission","Researchers highlight scientific perspectives of ethical stem cell research debate","5","0","2003","","220","1","0","10226559","CS","G121"
"1361","CORDIS Focus","European Commission","Europe assesses options for international c0-operation in space","6","0","2003","","223","1","0","10226559","CS","G121"
"1362","CORDIS Focus","European Commission","Commission publishes action plan for achieving 3% objective","4","0","2003","","221","1","0","10226559","CS","G121"
"1363","CORDIS Focus","European Commission","Debate on FP6 Funding for stem cell research launched with publication of Commission report","4","0","2003","","219","1","0","10226559","CS","G121"
"1364","CORDIS Focus SUPPLEMENT","European Commission","Technology Opprtunities today","3","0","2003","","41","1","0","10226559","CS","G121"
"1365","SIGCHI Bulletin (A supplement to interactions)","ACM SIGCHI","In this issue (A second look at leonardo's Laptop)","5","6","2003","","","1","0","","CS","G123"
"1366","SIGCHI Bulletin (A supplement to interactions)","ACM SIGCHI","In this issue (Top 10 reasons to come to CHI 2003)","3","4","2003","","","1","0","","CS","G123"
"1367","SIGGRAPH COMPUTER GRAPHICS","ACM SIGGRAPH","Focus: Education and VR technology","2","0","2003","37","1","1","0","0097-8930","CS","G121"
"1368","SIGCAPH NEWSLETTER","ACM","Letter from the Chair person / Letter from the editor / ACM Disability Initiative / SIGCAPH Business Meeting, July 2002 / ACM Conference on Unioversal Usability / A summery of the Assets 2002 Conference / Pizza the hard and fast way","1","0","2002","","72","1","0","","CS","G121"
"1369","SIGWEB Newsletter","ACM","Contents: Hypertext: Foe to print / As we do write: Hyperterms for Hypertext / Report from the First Workshop on Spatial Hypertext","6","9","2000","9","2-3","1","0","","CS","G121"
"1370","HFES Bulletin","Human Factors and Ergonomics Society","Human Factors and Homeland Security","5","0","2003","46","5","1","0","04381629","CS","G122"
"1371","HFES Bulletin","Human Factors and Ergonomics Society","Standards Committee Activities","6","0","2003","46","6","1","0","04381629","CS","G122"
"1372","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","ΠΡΟΚΗΡΥΞΕΙΣ (ΣΥΝΟΠΤΙΚΗ ΠΑΡΟΥΣΙΑΣΗ): innov-1 / E & T Συνεργασία Ελλάδος-Κουβας / NEST-A / SCIENCE AND SOCIETY-4 / SCIENCE AND SOCIETY-5 / ΕΛΕΥΘΩ","4","0","2003","","","1","0","","CS","G122"
"1373","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","ΠΡΟΚΗΡΥΞΕΙΣ (ΣΥΝΟΠΤΙΚΗ ΠΑΡΟΥΣΙΑΣΗ): Συνεργασία Ελλάδας - Γαλλίας / ΕΠΑΝ 4.2 / ΕΠΑΝ 2.8 / INCO ACC-SSA","5","0","2003","","","1","0","","CS","G122"
"1374","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","ΠΡΟΚΗΡΥΞΕΙΣ (ΣΥΝΟΠΤΙΚΗ ΠΑΡΟΥΣΙΑΣΗ) επαν 4.4.5- ΑΝΟΙΚΤΕΣ ΘΥΡΕΣ / Συνεργασία Ελλάδας - Πολωνίας","6","0","2003","","","1","0","","CS","G122"
"1375","ΠΡΑΞΗ: Διάχυση Τεχνολογίας","IRC ΠΡΑΞΗ","ΠΡΟΚΗΡΥΞΕΙΣ (ΣΥΝΟΠΤΙΚΗ ΠΑΡΟΥΣΙΑΣΗ): Life 2003-2004 /eTEN 2003/1 Διευρωπαϊκά τηλεπικοινωνιακά δίκτυα / INTERREG IIIC / ΕΠΑΝ 4.3 / IST-2 / TREN-2 / ΑΚΜΩΝ","7","5","2003","","","1","0","","CS","G122"
"1376","Infosoc","Υπουργείο Οικονομίας & Οικονομικών","Διείσδυση νέων τεχνολογιών / Σε τροχιά σύγκλισης με την ΕΕ","2","0","2003","","8","1","0","","CS",""
"1377","Infosoc","Υπουργείο Οικονομίας & Οικονομικών","Οικονομία: οι ολοκληρωμένες ηλεκτρονικές συναλλαγές επί θύραις","3","0","2003","","9","1","0","","CS",""
"1378","Infosoc","Υπουργείο Οικονομίας & Οικονομικών","Η Κοινωνία της Πληροφορίας σύμμαχος του Αποκλεισμού","4","0","2003","","10","1","0","","CS",""
"1379","Ερευνώντας","Υπουργείο Ανάπτυξης, ΓΓΕΤ","Οι προτεραιότητες της Ελληνικής Προεδρίας για την Ανάπτυξη / Η Ελλάδα ""τρέχει"" για την Ε&Τα με υψηλούς ρυθμούς / Εύσημα στην Ελλάδα για την Προεδρία του ΕΥΡΗΚΑ","1","0","2003","","14","1","0","1109-5040","CS","Γ124"
"1380","Ερευνώντας","Υπουργείο Ανάπτυξης, ΓΓΕΤ","Συμβούλιο Υπουργών Ανταγωνιστικότητας / Δύο χρόνια ΕΠΑΝ / Οι δραστηριότητες του ΙΧΘΥΚΑ","4","5","2003","","16","1","0","1109-5040","CS","Γ124"
"1381","INROADS - SIGCSE Bulletin","ACM/SIGCSE","ITiCSE 2002 Working Group Reports","6","0","2003","35","2","1","0","0097-8418","CS","G121"
"1382","HFES Bulletin","Human Factors and Ergonomics Society","Welcome to Denver","7","0","2003","46","7","1","0","04381629","CS","G122"
"1383","CORDIS Focus","European Commission","Commission makes the case for EU-funded embryonic stem cell research","7","0","2003","","226","1","0","10226559","CS","G121"
"1384","CORDIS Focus","European Commission","Deniozos reviews highlights and lowlights of EU Greek Presidency","7","0","2003","","225","1","0","10226559","CS","G121"
"1385","CORDIS Focus RTD Results","European Commission","Emerging digital media / Telemedicine improves quality of medical treatment / Horizontal Furnace gets vertical results / Wastewater sludge monitoring control / New Perspectives on IC miniaturisation","6","0","2003","","43","1","0","10226559","CS","G121"
"1386","HFES Bulletin","Human Factors and Ergonomics Society","National Ergonomics Month Coming soon","8","0","2003","46","8","1","0","04381629","CS","G122"
