BookID,Category,CopiesNo,CoverType,FotocopiesNo,ISBN,Includes,Origin,PublicationYear,Publisher,Shelf,Theme,Title
1585,book,1,paperback,0,070859574,,cs,1972,mcgraw-hill,g122-cs,this book is intended for the engineer interested in obtaining an overview of the digital mode of operation. δωρεα στη βιβλιοθηκη ιπ-ιτε.,the design of digital systems
1586,proceedings,1,paperback,0,,,cs,1992,consiglio nazionale delle ricerche,g121,progetti di ricerca e nuove tecnologie,"informatica, didattica e disabilita, vol. i"
1587,proceedings,1,paperback,0,,,cs,1992,consiglio nazionale delle ricerche,g121,esperienze didattiche e di integrazione del disabile,"informatica, didattica e disabilita, vol. ii"
1588,proceedings,1,paperback,0,,,cs,1992,consiglio nazionale delle ricerche,g121,informatica e riabilitazione,"informatica, didattica e disabilita, vol. iii"
1589,proceedings,2,paperback,0,,,cs,1985,commission of the european communities,group-lib,"this book is based on the papers presented at the workshop held in milan, september 1984",european coordination of information concerning disabled persons
1590,proceedings,1,paperback,0,,,cs,1984,commission of the european communities/comac bme,group-lib,"this book is based on the papers presented at the workshop held in milan, april 1983",evaluation of assistive devices for paralyzed persons
1591,proceedings,1,paperback,0,,,cs,1993,sics,cs-lib,"this book consists of papers, presented at the 6th multig workshop on may 17, 1993 in electrum, stockholm-kista.",proceedings of the 6th multig workshop
1592,book,1,paperback,0,026266092x,,cs,1993,mit press,g123,this book aims to present to the general artificial intelligence community accounts of the major technical ideas underlying many of the significant advances in natural-language processing.,natural language processing
1593,proceedings,2,paperback,0,,,cs,1992,universidade tecnica de lisboa,g121,"this book refers to the papers presented in the conference on ""telecommunications for people with special needs"".",telecommunications for people with special needs
1594,report,1,paperback,0,,,cs,1992,universidade tecnica de lisboa,g121,tutorials about users who are disabled or retired.,videotelephony and people with mental impairment
1595,report,1,paperback,0,,,cs,1993,universidade tecnica de lisboa,g121,this report is concerned with how the transition to ibc affects the implementation of videotelephony services for users and people with special needs.,"visual, mental, impaired, elderly people and picture communication"
1596,report,1,paperback,0,,,cs,1994,universidade tecnica de lisboa,g121,"this report refers to the results of the experiments on learning and training at distance, remote delivery of expertise, monitoring and remote care with target groups including mentally retarded, visually impaired and elderly people.","visually impaired, mentally retarded, elderly people and picture communication"
1597,book,1,paperback,0,0262660830,,cs,1993,mit press,gr83,"this book contains papers, presented at the second international workshop on logic programming and non-monotonic reasoning.",logic programming and non-monotonic reasoning
1598,proceedings,1,paperback,0,0945289057,,cs,1995,human factors and ergonomics society,g122,"selections some of the best, most useful articles on human-computer interaction from the proceedings of human factors and ergonomics society annual meetings from 1983 to 1994.",human factors perspectives on human-computer interaction
1599,report,0,spiral,2,,,cs,1989,carnegie mellon university press,g122,"this book covers the issues, information sources and methods used in the design, implementation and evaluation of user interfaces, the parts of software systems designed to interact with people.",user interface development
1600,guide,1,paperback,0,0932101143,,cs/e,1987,resna press,g122 (box books),this publication represents the cornerstone of a new era in rehabilitation engineering and technology.,rehabilitation technology service delivery: a practical guide
1601,proceedings,1,paperback,0,0897916689,,cs,1994,acm press,g121,"the art and interdisciplinary programs of siggraph 94 computer graphics annual conference series, 1994",siggraph 94 visual proceedings
1602,book,0,spiral,1,354013803x,,cs,1985,springer-verlag berlin,g121,"this book contains the proceedings and reports of the ""workshop on user interface management systems"", held in seeheim, federal republic of germany, november 1-3, 1983.",user interface management systems
1603,proceedings,1,paperback,0,3540582169,,cs,1994,springer-verlag berlin,g121,"5th international conference on logic programming and automated reasoning (lpar '94) held from july 16 to 22, 1994 on the dnieper near kiev, ukraine.",logic programming and automated reasoning
1604,book,1,paperback,0,0818668520,,cs,1995,ieee computer society press,,"this book presents 14 recent papers that provide an overview of the latest software reliability models, testing techniques, and applications",software reliability and testing
1605,report,1,διαφάνεια,0,,,3π13,1987,esprit,g122,report on the collection of computer human factors (chf) information.,the 1987 computer human factors classification and thesaurus and the collation of computer human fac
1606,book,1,paperback,0,0262660709,,cs/e,1991,aaai press/mit press,g123,this book brings together leading-edge research from around the world on discovery in databases.,knowledge discovery in databases
1607,book,0,spiral,1,1853961361,,cs,1992,chapman & hall,g122,"this book with the help of pictures and conversations, draws together the research that needs to be considered when designing intelligent help facilities.",intelligent help communicating with knowledge - based systems
1608,book,1,paperback,0,0830640649,,cs,1993,windcrest books/mcgraw-hill,g117,"in this book, the authors explore the technology that allows you to experience worlds generated entirely by computer.",virtual reality: through the new looking glass
1609,proceedings,2,paperback,0,0897916514,,cs,1994,acm press,g121/g122,"the chi '94 ""celebrating interdependence"", presents the state-of-the-art on all aspects of human-computer interaction.",chi '94 conference companion: human factors in computing systems
1610,book,1,hardbound,0,0719024730,,cs,1988,manchester university press,g121,"the book will be of interest to a general academic readership and provides valuable supplementary reading for a variety of courses in political science and policy studies, sociology, management, law and computer studies.",information technology the public issues
